comment,star
"Several times it shut down with hardware erro4s and is not compatible with Windows 11. And I constantly have to unplug the keyboard and the mouse and plug them back in to get them to work. I have to do the same with my camera. The box looks great but what a crappy computer it is slower than DialUp they give you a little USB to plug into the computer to have Wi-Fi. It’s the same size as the USB square that comes out of your wireless mouse. What an awful experience from the very first week I bought this computer to the last right now. It is completely shut down I’m in the middle of a business everything I have is on this computer on the cloud to return which I don’t have access now , it’s just horrible . Look at the second picture behind my computer, you’ll notice that the only things that are plugged in are the monitors, keyboard and mouse. And if you look at the first picture, you’ll notice the errors card via storage device, such as an external USB drive, which we don’t have faulty hardware such as a hard drive or CD ROM, which apparently we do now just awful.",1
This computer was marketed as a new gaming computer and never worked at a level for gaming. After a year of trying to make it work we brought it to a professional and they said the components were 5-6 years old and we were better of buying a different computer vs trying to update/fix this one. Thanks for making a kids dream Christmas gift a complete lemon.,1
"This computer is garbage! Parts are from 2011. You'll spend more than what u bought it for to upgrade it to work for ur games! Do urself a favour, save ur money & DO NOT BUY THIS COMPUTER!",1
"I want a full refund of my money you can’t even use the internet without it lagging, can’t even load fortnite let alone play it got into one match with 4 fps with everything to the lowest I will not stop emailing until you have refunded me",1
"This PC was great to look at, and that's about it. The Wifi was terrible/damaged idk. We even used a third party wifi adapter and it was still awful. We have a 330mbs internet and all my other devices ran fast, so that wasn't the problem. Afterwards, it didn't detect my monitor. I ran it for a couple of minutes and nothing. It sounds like a jet engine while it's running as well. Over all, this PC is not worth the headache I went through. Save your money and look for another option.",1
"The monitor support bar didn't fit .. then once we rigged something together and set it up it kept restarting, wouldn't get past initial set up. DO BETTER !!!",1
The media could not be loaded. The pc and the monitor would not connect at all. The monitor would flash on and say no signal then turn off. The desktop itself from the moment of turning it on made that very loud motor boat sound. The advertised keyboard and mouse were not included a standard set was.I called support who advised they would try and connect me with a IT Person and that took over 30 mins. IT kept telling me to unplug it and plug it back in. Return support was not helpful either please don’t waste time or money on this!,1
Fine for the first few times that it was being used but now is laggy or completely shuts down. Only purchased in August of 2023 and it's now January 2024 so only had it for less than 5 months and it isn't even used heavily. Disappointing.,1
"product is very very bad packaged , LED not working with a very very very small electricity output cable . i literally had to get a power source 5CM beside it to make it fit and still LED not working",1
"This console was a brick the day it was released. As usual, Microsoft is years behind its competitors. I don’t even know why I was stupid enough to purchase one. The biggest issue is that in order to play games you purchased, you must constantly update them. That’s ridiculous. Why? It was working just fine. The other issue is that it continues to take up more and more space. I regret few things in life, but purchasing this junk has to be on the top. Save yourself some headache and buy a different system.",1
"I bought this ”refurbished” console in July, and it stopped turning on in November. This was sold as an “Amazon Refurbished” console. The customer support at Amazon told me they wouldn’t replace it, and they wouldn’t take a return on it. The “warranty is for 90 days,” and the console turned into a brick at 120 days, so there’s nothing that Amazon will do to stand behind their product. They told me to contact Microsoft for help. The warranty that Microsoft gives is from the original purchase date of the console. In my case the “Microsoft warranty” ended on Nov. 21st, and the console quit working on Nov. 25th. So lucky me the only thing I can do is pay Microsoft an additional $300 to get this console replaced. So because I’m one month outside of 90 days and 4 days past a warranty that started before I even owned the console I now own a $450 paper weight. And if I want the company to fix or replace it I get to own what will be a $750 console. All because I trusted Amazon to sell a working “refurbished” console.",1
I thought I’d give this a go seeing as it was Microsoft refurbished. Looked brand new when opened. Everything was great. Then while installing games and watching a movie it locked up. I rebooted and it would lock up then shut off. I reset it several times. Same issue. Safe to say the SSD failed. Spend the few extra dollars and buy new. Waste of time and money.,1
"Picked the referbished unit for the savings. Worth the price. Came with the full warranty. Controller looks new. Was the price of a used one on the local buy and sells, and has warranty. A no lose situation.Update, controller drift after 40 days. Amazon will not accept return and Microsoft will not warranty. DO NOT PURCHASE****",1
"I bought this as a gift and unfortunately was left extremely disappointed. The controller didn’t work, the console freezes during game play with almost every single game we tried and then one week later it will not turn on. Well, it turns on, but nothing will display on the TV other than the Xbox logo. Extremely disappointing and embarrassing given it was a gift. Seems that buying a new one may be worth the money if this is the best alternative. Returning asap and will be using the money toward a new console from a legitimate seller.",1
Product failed on second day. Returned!,1
"Package arrived early, which was nice, console turned on and worked fine, until it came to reading the discs. The console did not work any further than the home screen, super disappointing. And upon trying to clean the disc scanner, the console was customized so there is no access to this point of the hardware; a part allowing you to go further is missing and replaced with a custom piece that won’t move, meaning if it is broken, its broken. There’s no hope in repairing it yourself. Was looking forward to it but was let down",1
I understand this item was not going to be brand new. That said the quality is very poor. Rusted insides not refurbished at all. Does not power on. Oveall disappointed that they would even take someones money and be ok with sending this out.,1
"This phone was not usable on Straight Talk Wireless. Straight Talk informed me that the phone was locked and could not be used on their service until it was unlocked. This phone is listed as unlocked and usable on any service. I contacted Samsung because these are new phones, they had me do a factory reset on the phone and said that would fix the issue. This did nothing to fix the problem.",1
"UPDATE: After having this phone for months I have to say it's the biggest POS that I've ever had!! More glitches than I could list. I took 4 stars away because I'm so angry at all the glitches. Now I'm going to go back to my A10E, at least that was reliable!!I decided to wait to write a review because I was on the fence about keeping it or not. My previous phone was a Samsung A10E which is not a very heavy phone. The A15 is considerably heavier which I am (still) not very comfortable with. Comparing the 2 phones as far as memory is concerned is markedly different. The A10E has 32 gigs of internal memory. The A15 has 128 gigs of internal memory. Considering that I have alot of pics on my phone with several different albums, this makes the A15 a better product. The battery life is quite good. The appearance is beautiful. I purchased the light blue phone. I have a clear cover on my phone. This is my 4th Samsung cell phone. Samsung never disappoints with quality, durability and performance. I love the Samsung Smart Switch which makes moving your data from one phone to another fast and super easy. They don't provide a SIM card or micro SD card so you need to make sure to move your cards into your new phone. The software is similar to previous Samsung phone with a few tweaks. For example, to get a screen shot for the A15 you need to press both power and volume down button simultaneously. What makes the A15 different from any of my previous Samsungs is with the A15 you have to press each twice. There is a feature that would put a floating icon on your screen and open it and tap screenshot then you will get your screenshot. Now, what sold me on the A15 is a neat feature where, upon your approval, they will block all spam/scam phone calls. So no more annoying spam/scam calls!! It's a neat feature!! Like I said, I love Samsung phones!!",1
"How many apps do you think you have on your phone? 40? 50? how about your phone from 2 or 3 years ago? 15-20 tops? LOL ah, yes the days when we got excited to get a few free apps or games on our new phones... alas those days are OVER bro! get you a variation of the moto g device family. Out of the box, she is pretty amazing. I didn't have a single complaint really. Super fast, tons of storage, great camera, new updated apps, lots of customizing, etc. JUST WONDERFUL. After a few months it happened, the dreaded update in April I think it was, maybe March, I now have 400+ apps. (I will attach a pic, it shows 399, there have been about 30-40 more that have trickled in since the initial dump, which took about 5-7 days to finish up... and 75-80% are ""system apps"" (bloatware from any and every carrier in fact.... ALL. OF. THEM.) For example, a bluetooth app for t-mobile, & verizon, & sprint, & metro, && cricket. Before you say, ""just uninstall them and move on!"" - I did. I have. I've factory reset twice and they're just BUILT INTO THE phones disk memory. There simply is no ""delete"" them. Some of them, as duplicatory as they are, messing around with them can still brick up your jawn within a few clicks... and before you even start, you are not a dev... so chill, I mean neither am I... but you just stay out of that menu, that app, and that folder. Really, who knows why they name everything in tech sketchy stuff like ""com.sys.IM-WATCHING-YOU-PAM.000"" and ""<%real/secret/23-LISTENER999>... but anyways... JUST PROMISE ME, YOU WON'T GET INTO THAT APP, OR FOLDER.... okay?So Motorola should reimburse me for having to put myself through IT school to teach myself to operate on this phones guts and remove all these garbage apps manually to create the phone I thought I purchased. All you can do is force stop and disable them. Buuut I still feel like they are gathering data, bc, why wound't they be. Its not just this model either, my partner has the moto g stylus 5g and its even worse on theirs. the play store basically never gets a break from constant updates (and then theres the transferring of precious data to the mother ship)yeaaaa we also had to upgrade our home internet plan and router because of all this. We couldn't both use the wifi at the same time doing anything at all. it was crazy. allllllso the apps are gathering intense amounts of data and ALL WANT crazy permissions that have nothing to do with the app itself. like the calculator wants camera permissions... nuts. The sheer number of apps that require making system changes or having total device control... it was too much. I would almost ask for a refund, but from what I see these days most phones are leaning that direction, making money off our god given ones and zeros.... and then still try and look at us in the eyes while they sputter out the retail price of the next generation of your favorite device. can't even hold it down on a free case or something..THEN - - when you finally get a break from force quitting and removing permissions that, somehow keep TURNING BACK on... you might have a few minutes to enjoy a quick photoshoot. NOPE. the camera app it comes with stinks, it just soooo basic.. so then you think, oh, i'll download a cool camera app off play store... NOPE. theres a fricking governor on the camera. That makes it so NO 3rd party camera app will get full usage of ALL THE MEGA PIXELS YOU PAID YOUR HARD EARNED MONEY FOR (48 megs to be precise, which is overkill, but still, you will be lucky to get to use 10 or 12 MP!!)Seriously. And JUST as google starts conveniently implementing the awesome 2 step verification, and authentication keys.... JUST in time for you to have to answer to your wife about why you don't have as much info in your google takeout as she does... yikes... oh and squeeze on some more of that exact same conversation about your FB activity as well.. yaaaaay.So, let me get this straight... I now have to REMEMBER ALL MY UNIQUE PASSWORDS && double log in, && verify 3 ways, all to check a notification thats just a promotional email about the new apps GEWG will put out next week. AND then FINALLY the google security come forward to say they don't trust my log in (bc i've got a VPN) - - - (from guess who - G1 - duh!) and they really cant tell the difference between MY REAL actual login on my trusted device from what it must assume is a HAKKr logging in 3 states away. . . . . . E.V.E.R.Y. LOG - INNNN!at this point i am thinking about a jitterbug and some stress eating of sour worms to relax.but yeah the phones cool, other than that.",1
"This was my 2x trying Amazon Renewed. This time I purchased the LAST stated available 2023 described as ""In OEM box, Box shows wear from opening"". The Moto Razor Flip phone was described as ""Like new"". Immediately upon arrival w/o even opening the box I knew it was wrong as the package was far too light. I opened it & there was a Moto Razor w/obvious discoloration on the case from use + a CHIP in the bottom screen. Packaging was similar to a top end Samsung I ordered from Amazon Renewed & fulfilled by a 3rd Party in FL 2 years ago. I saved due to credit only $20 @ checkout over a NEW One. WORSE there's NO WAY to return this immediately (There' are 2 Amazon Return 2 locations within 2-5 minutes of my house. Just came back from one & CS stated ""I've never seen this"")). Instead Amazon MAY notify me when they'll ONLY pickup from my house in 3 days.I had this EXACT same problem with a $700+ Laptop that was supposed to be Brand New. I'm beyond a coder or tech guy & ran a battery cycle count software on that as the battery lasted 2 hours less than advertised. It was obviously a RETURN, re-sold as NEW, unless Compaq sells Laptops w/over 200 battery cycles already on them. Same thing w/2 PB's & a CH Android Tablet which still had the previous User's name & account information installed. Seriously, WHO is doing QC? I'll NEVER use Renewed again. Period. Even when you buy a NEW item it's 50/50 now you'll get someone else's return sold as New! eBay here I come again. Worst thing this was supposed to be a gift. OBVIOUS Screen CHIP really ticks me off. Since 2022 I'm now 2 for 8+ on purchases of tech devices. Buy with caution!",1
The system worked well for a few days .Then multiple issues launching any game arose.All games were bought new .Very aggravating.Not sure what to do now .I guess I just threw away money for a game console that barely works .Hope other people have better luck .Take care .,1
"Ever since I got this thing it’s been a source of frustration. It picks and chooses what games it allows me to play. Whenever I put a disk in it won’t read it, it’ll say open tray as of there isn’t even a dick inside. I have to open and close the tray 5+ times to get it to work. Sometimes it doesn’t. Some games it won’t play at all. I have a feeling that whoever inspected this thing before resale just looked it over and said “looks fine to me” and pushed it down the line. Piece of junk",1
"Not sure if I received a defective batch, but this set was horrible. All the “slimes” were sticky like glue and watery. Not useable. Waste of money.",1
"Well where do I begin? The tray door wasn't opening, handled that. It's not playing any of the games at all. This game system specifically said in good condition not seeing that at all. It's not even reading any of the games at all. So basically I just wasted $367 so I definitely feel like I have been scammed. This is so ridiculous. Ordered through Amazon I thought was a reliable place. Never had any problems before through them. So I figured why not? Well this is the absolute last time I'll be ordering anything that's refurbished or used. This is pure junk Xbox 360. Wasted my money and time. So thank you for that.....I hope this helps the next buyer plz beware of the scams.",1
"The eiffel tower does not sit flat on the base and is not study as it is so will definitely fall off with any unexpected movement...very disappointed in this product, not suitable as a gift.",1
"Has paper on back you cannot get off, takes away the entire effect",1
Got the pig one for my little brother and was so excited for it to arrive . Once we received it we were very disappointed with the quality of it . The pig is not stretchy at all doesn’t even go back into shape . You can feel balls of clumped up sand . I found a bigger size gorilla for cheaper at hobby lobby . Don’t waste your money,1
First purchase the foot completely severed. Returned and got another and the hand fell off. She barely plays with it to begin with so it wasn’t damaged to break like that. Waste of money. Would return but already passed return date smh,1
"The media could not be loaded. Ok, I’m so confused. I didn’t open this for a couple weeks after getting it while I was finishing my last bottle. The seal on the bottle was intact. Unfortunately now I’m outside of my window to return.This was the worst experience ever. At first it was bright purple, for a few days. But even while purple… it felt clumpy and silicone-like. Previous purple toothpastes (including a previous Meto purchase) felt like regular toothpaste that lathered as you brushed… this one doesn’t. It just breaks into smaller chunks and won’t stick to your teeth.I included a video of how it has turned brown and continues to stay that way no matter how much I pump out of it… looks like it’s oxidized? Or just flat out spoiled?! For the record I’ve kept the lid on it 100% of the time that I haven’t used it. Idk but something is WRONG with this one and I will NEVER purchase from this brand again.I’m just praying I don’t get sick from this somehow. Would give negative stars if it were possible- especially since once your window to return the product is over, so is the ability to contact the seller!",1
"The media could not be loaded. Ok, I’m so confused. I didn’t open this for a couple weeks after getting it while I was finishing my last bottle. The seal on the bottle was intact. Unfortunately now I’m outside of my window to return.This was the worst experience ever. At first it was bright purple, for a few days. But even while purple… it felt clumpy and silicone-like. Previous purple toothpastes (including a previous Meto purchase) felt like regular toothpaste that lathered as you brushed… this one doesn’t. It just breaks into smaller chunks and won’t stick to your teeth.I included a video of how it has turned brown and continues to stay that way no matter how much I pump out of it… looks like it’s oxidized? Or just flat out spoiled?! For the record I’ve kept the lid on it 100% of the time that I haven’t used it. Idk but something is WRONG with this one and I will NEVER purchase from this brand again.I’m just praying I don’t get sick from this somehow. Would give negative stars if it were possible- especially since once your window to return the product is over, so is the ability to contact the seller!",1
"This product may help IF you have really bad, old, really yellow stains from years of coffee tea smoking, etc. I have decent/good oral hygiene and was just looking for a brighter/whiter smile and nothing of the sort happened. There was no change at all. Not even a tiny bit. It was just a purple mess in my bathroom. I also didn't realize until I READ on the product info itself that the effects you might get if you're lucky will be for ""that day only""... purple cancels out yellow or something like that. This is a gimmick and was a complete and total waste of my good money. Can I get my money back? Please, I bought 2 bottles. I can send them both back one unopened.",1
The purple toothpaste does not dissolve (lather up). Good fall into sink from mouth while brushing.The purple color makes it appear whiter for a few moments only. Used for about 2 weeks. Waste,1
Don’t buy this buy Mint InstantPurple Color Corrector with nHAp. I haven’t bleached my teeth in a year since using that. I tried this to save money big mistake. This doesn’t even bring out the white at nothing. Plus the dispenser pull gadget inside became unhooked so it doesn’t work I have to shake the paste out after four days. Pure garbage.,1
I tried this product and can confirm that it does not preform as advertised. Day to day use did nothing to help improve the look of my teeth.If anyone has had any experience that was better than mine then great for you.,1
This product rendered useless as the product doesn’t pump out and there was no straw in the pump like most purple teeth whitening products in this category.,1
An explosion of toothpaste from every crevice but the one intended,1
It’s either very loose or just doesn’t fit. Trash.,1
I tried this product hoping it would do what it says. But I didn't notice any change at all. This was a waste of my money.,1
Received the tube- it felt liquid when I picked it up to use- so I shook it quite a bit. Opened a bunch of liquid squinted out everywhere. put cap back on and shock it- get a little bit of pasty white material like toothpaste. Has been ongoing issue- tube usually only squirts liquid so it does not stick to toothbrush. Can't return it. Waste of Money. Going to make m y own!,1
"This was our favorite toothpaste. Long lasting clean feeling and nice minty gel flavor. Since crest added the tarter protection (in very small print), the toothpaste is watery, no gel minty taste and doesn't clean as it did before. I bought Colgate for the first time ever. Just not the same.",1
The product did not state country of origin. I never buy products from Mexico.I’m returning it.,1
"This product does nothing to whiten your teeth. It dispenses as a foam, meaning it's mostly air. You would be better off eating a grape popsicle.",1
"Feel very cheap, the quality of plastic used is not great. And I’m pretty sure it will break after few uses. Also the brushes are not having any strength.",1
"I recently purchased this ear wax cleaner, hoping for a hassle-free solution to remove ear wax buildup. Unfortunately, I was sorely disappointed with its performance. Despite following the instructions diligently, the spray failed to deliver any noticeable results. It simply did not effectively clean my ears as advertised. I found myself resorting to alternative methods to tackle the wax buildup. Overall, I would not recommend this product to anyone seeking an efficient ear wax cleaning solution.",1
"I was only able to use this product once and then it stopped working. It was great the one time I used it as it helped flush out my ear as I had an ear infection. I have charged it, the light turns from red to green and when I go to use it, it doesn't turn on.",1
"I purched this item along with some of the Pink Stuff, and did not use the brush before my return date expired. When I loaded the batteries it failed to turn on. OK, Pionk Stuff produce is good, so I order a second brush and when it arrived the packaging was damaged, but I tired it anyway just to see if this one worked. Same issue - unit would not start. Changed the batteries and it still would not start. Sending the 2nd one back for a replacement and will see how that works out. If it doesn't start I will just return it and look for another option. Obviously the manufacturing quality control is missing...",1
"I have used the attachment specifically to clean dirty grout in my tile floors and that was barely works. It comes with a lot of attachments for other types of cleaning I haven't tried them yet, but feels cheap...",1
After using this 5x it stopped working...had to return. It says it is waterproof. It is not.,1
"The product was good in concept, however, the head of the product keeps coming unscrewed from the pole, no matter how hard I tighten it. It doesn't get in the grooves very well. Seems like it would be great for someone it just need minor surface dust removed and does it on a very regular basis. But built up dust and dirt only gets moved around. Sad I spent the money in it. 😒",1
This product is AWFUL! It DOES NOT PEEL OFF easily or in one piece. I tried it last week and followed the instructions. It took my 45 minutes to peel tiny little pieces off before I just got in the shower to wash it all off. Last night I decided to give a second chance and left it on much longer this time allowing it to set. SAME issue. I was smarter this time though and did not spend all that time picking at it. It also made my skin much more irritated.,1
"These don’t “adjust”. These are just strong readers, maybe 2.5. If you don’t need readers that strong they give you a headache & cause excessive eye strain. Don’t waste your money, go get a pair of readers that are correct for your needs.",1
"I had theses glasses for 3 weeks. 2 out of 3 the frames broke, around the lenses. The lenses worked fine.",1
these products are probably okay to others but it does not serve their purpose to me.,1
These do not work at all! I wish I did not have to give them any stars! I need anywhere between a .5 to 1.25 reader depending on whether I’m wearing my contacts or not so I was so excited to try these. I put them on and could not read ANYTHING! They were so blurry. I kept them on for a bit to see if they’d adjust and they never changed at all. They are going back and I am leaving this review so no else wastes their time or money on these.,1
"These are cheap, I guess you get what you pay for. They fit over glasses and do provide a view while laying flat. However it is very uncomfortable on your face and disorienting because of how the reflection is displayed, and I don't know if I just received a bad pair but the lenses were scratched. Also, they can't be returned, I don't know if there's a better option but this pair is not a good one.",1
"Too heavy to use,not good for Using laptop. It adds extra pain in your reading during lying in bed.",1
My lens fell out. Within my first minute of having it. The lens just fell out.,1
I got these for reading and they were so insanely heavy they caused a headache right away. I returned them.,1
We followed the instructions but this does not stick on with water as promised. Then when we went to return them we dicovered that the return window was only a month — since we weren’t going on vacation until next week we didn’t try putting them in and it expired by a week. :(,1
Feel cheaply made and a little heavy. Difficult to use if you wear glasses already. Have to lie way back or hold book way down at an odd angle to use well.,1
Poor quality didn’t expect much but didn’t expect this cheap. Like something you’d win at skee ball!,1
"The picture represents the glasses as is. i.e. The Bifocal piece is just that, a glued on bifocal. Too small. The sunglasses were very light and flimsy. Would not recommend.",1
I ordered these to better able to see my instruments while riding my motorcycle. They are hard for me to see anything through top or bottom. Not a good choice for me.,1
"The description of this product says ""Fits most glasses."" ON WHAT PLANET???Total waste of money.",1
"I have narrow eyeglasses and these sit in the top third of those lenses. They are basically unusable. The picture online doesn't show a correct image. I would guess it was placed with a distortion. It doesn't show how really narrow, top to bottom, these clip-ons really are. I don't know what to do with them. I guess I'm just out the money.",1
Make sure you know your range. I needed a higher range than what was advertised.,1
"Hinges break in two weeks ,they are very weak",1
Love the thought of the multi vision however the plastic lenses that I received were foggy and barely useful. It’s unfortunate as I did purchase a pair locally and had I not lost them… they were clear and functional.,1
It's a great item it's just that I can't use it with the lens scratched.,1
I don’t write reviews typically but these were pretty bad. Besides being scratched on one lense they were very poor quality. I paid much more than I usually do for a cheap pair of reading glasses and they were comically bad. Creaking plastic frames that were not angled correctly (too wide) when open so that I had to bring them back in to meet my head. Loose lenses that were not fit well to the frame. Not asking for much but for around $25 I expected them to at least be usable. Also suspect I’m not the first to return this pair.,1
"First it arrived much later than expected. It was just packed in a clear plastic bag, no cover at all. Then I went to open the arms to try them on and the hinge broke. Very disappointed. Had wanted to have a retro looking pair of reading glasses, I guess it wasn’t meant to be.",1
I bought two pairs and both broke from normal wear.No return option.Waste of money.Bad product!,1
Broke within a couple weeks of light use. Disposable quality.,1
"I bought these again because the side ear pieces stretched and I needed a new pair. Its been less than a year, and I ordered these again and the quality of the glass is horrible. DISTORTED! When I look down it makes me feel like Im 2 ft from the ground and I am not a toddler. Something really wrong with these.",1
Sorry but they don't work.,1
"The stems are somewhat short and the lens frame is a bit delicate (not surprising given the website photos and the fact that their wireframes), but the glasses are nice and lightweight. Unfortunately, the magnifying strength of the lens is a bit weak. I ordered a 2.0 lens and received them labelled at 2.0, but they seem closer to a 1.75, meaning they're a bit soft in terms of focus.",1
Disliked seeing fuzzy put over prescription glasses for the computer @ work I can see clear,1
"They do have lights. They are cute. But I got a book out in bed, which is why I wanted these, and put on these glasses to aide. I had to turn on light from iPhone to see the words. Hugely disappointed.",1
The attachment of the temple hinges is defective. I was replacing a broken pair I had for several years on which the hinges fit properly. Both replacement pairs have the same problem. I feel that these will break in a short period of time.I would recommend not ordering these glasses.,1
"I didn't like the glasses because it seems like the lens are inserted upside down! It is very difficult to see, I turned the glasses upside down on my face and now I can see close up!",1
The lenses and price on these glasses are awesome BUT I will not recommend as the frames break very easily when cleaning and I went through both pairs in 2 months so with that said I will never buy these again.,1
"Cheap packaging, arrived with right lens off",1
Avoid. The tag on the glasses marked them as defective store seconds. The lenses were scratched. To return them Amazon wants me to drive to a store many miles away.,1
"Worst readers that I have ever owned. Cheap frames designed to fit Shrek's head, so they fall off normal sized head, and optical quality is terrible. Don't waste your money.",1
"I'm not that gentle with eyewear, so should avoid plastic frames. Temple hinge broke off the rim.",1
These glasses are supposed to be adjusted for the user’s vision. The frames and lenses were cheaply made and I could not adjust them to improve my vision. Sent them back. Would not recommend anyone to purchase these glasses.,1
Do not waste your time and money on this expensive gimmick. IT'S WORTHLESS!!!,1
They're so poorly made it probably cost them less than $1 to make them. And look what they're selling them for! And they don't even work. Junk! Junk,1
"Not useful per any one need more 1.5 and only small face can use ,,,, very bad quality",1
"This is a self-published book, and if you want to know why--read a few paragraphs! Those 5 star reviews must have been written by Ms. Haddon's family and friends--or perhaps, by herself! I can't imagine anyone reading the whole thing--I spent an evening with the book and a friend and we were in hysterics reading bits and pieces of it to one another. It is most definitely bad enough to be entered into some kind of a ""worst book"" contest. I can't believe Amazon even sells this kind of thing. Maybe I can offer them my 8th grade term paper on ""To Kill a Mockingbird""--a book I am quite sure Ms. Haddon never heard of. Anyway, unless you are in a mood to send a book to someone as a joke---stay far, far away from this one!",1
"A complete waste of time. Typographical errors, poor grammar, and a totally pathetic plot add up to absolutely nothing. I'm embarrassed for this author and very disappointed I actually paid for this book.",1
"I guess you have to be a romance novel lover for this one, and not a very discerning one. All others beware! It is absolute drivel. I figured I was in trouble when a typo is prominently featured on the back cover, but the first page of the book removed all doubt. Wait - maybe I'm missing the point. A quick re-read of the beginning now makes it clear. This has to be an intentional churning of over-heated prose for satiric purposes. Phew, so glad I didn't waste $10.95 after all.",1
"I feel I have to write to keep others from wasting their money. This book seems to have been written by a 7th grader with poor grammatical skills for her age! As another reviewer points out, there is a misspelling on the cover, and I believe there is at least one per chapter. For example, it was mentioned twice that she had a ""lean"" on her house. I was so distracted by the poor writing and weak plot, that I decided to read with a pencil in hand to mark all of the horrible grammar and spelling. Please don't waste your money. I too, believe that the good reviews must have been written by the author's relatives. I will not put much faith in the reviews from now on!",1
"Rather than scratches and insect droppings, this one has random pixelations combined with muddy light and vague image resolution. Probably the cue should have been the packaging is straight out of your street corner bootleg dealer.If you've ever seen a reasonably good condition film copy, you know the defining visuals of his film are the crystal clear lighting contrasts in black and white. The surrounding countryside and 'old home' scenes are set with early morning ground mists or the haze of memory while the events on the bridge and in the water are bright, clear, and immediate.Here everything is dull, dark, and clouded. Or, if you remember the timbre and enunciation of Captain's commands, so are the visuals.After that, it is hard to believe this award winning, critically acclaimed film's best presentation is on YOUTUBE. Somewhere ""out there"" is a DVD that comes up to the standard of a 16mm public library reel.Just none of them appear to be on Amazon.",1
"I bought this charger in Jul 2003 and it worked OK for a while. The design is nice and convenient. However, after about a year, the batteries would not hold a charge. Might as well just get alkaline disposables, or look elsewhere for a charger that comes with batteries that have better staying power.",1
"The plot is so ridiculous, I have to wonder if they even read the script before making this film. The mountain lion breaks out of his trailer - and the cars behind don't notice? The mountain lion is captured - and put in a jail cell? Get real! Utterly, completely stupid.",1
"If you have even casually looked into applying to law school, have already read everything there is in this book, do not waste your money, seriously!!",1
"It clearly says on line this will work on a Mac OS system. The disk comes and it does not, only Windows . Do Not order this if you have a Mac!!!!!!!",1
