comment,star
"If you want to listen to El Duke , then it is better if you have access to his shower,this is not him, it is a gimmick,very well orchestrated.",1
"The screen arrived in a cardboard box that was pretty beat up. The screen itself is very lightweight, very cheesy looking. The ""finish"" was worn across the entire top of the screen. I knew this wasn't solid brass, but I expected something that at least looked decent from a distance for the price I paid.",1
"I ordered this DVD and received a substitute I never received the DVD I ordered from Importcds (the Vendor). I contacted them and did not recieve any feedback. I can't rate a DVD I have never seen. I didn't bother to send it back because it would have cost me more that I orginally paid for it. In the future I will watch for the name of the person and/or persons I am buying from. I thought they were a good company. I understand a simple mistake but, to not get a response at all is not good businees sense. I spend hundreds of dollars a month on Amazon.com building my DVD collection. I guess I will be more careful in the future.",1
This book drew air pretty bad. I have no idea why someone would waste their time writing it. Boy did it draw air. Do not read this book.,1
"I ordered the cake topper June 27, 2010. I was given an estimated shipping date of July 1-7, 2010. Those dates came & went with no cake topper. I contacted the seller twice with no response. I filed a claim with Amazon. I did end up receiving a cake topper on July 16, 2010; however, it's not even the one I ordered! The seller did refund my money, but has never contacted me or apologized for the mishap. I will never buy anything from the seller again. I looked at the seller's feedback & I'm not the only person they have done wrong, so buyer beware!!",1
"I am disappointed in its performance. It seems underpowered and is constantly trying to read CDs, half the time unsuccessfully. I am going to try to return it to Amazon.",1
"I did not know this was the audio cd of the game, I thought it could be used on the playstation. Maybe the other guys are from the US or somewhere where it is actually easy to get the game,and play it,but this was all in japanese and was not compatible with my machine. I am deeply disappointed as i love the arcade game, but the Dance stage euromix (Dance Dance Revolution equivalent) is lacking in decent tracks, many are jungle-y and are difficult to dance to them. Also, most of these tracks are unheard of here and are therefore not very enjoyable. However, my favourite are Keep on moving, make a Jam, and Video Killed the Radio star. But it gets a bit pedantic if you keep playing on these tracks. If anyone is in the same situation as I am, or those of you who are lucky enough the play on the newest version, can you please let me know where I can order one? I am in dance deprivation/boredom!",1
"I did not know this was the audio cd of the game, I thought it could be used on the playstation. Maybe the other guys are from the US or somewhere where it is actually easy to get the game,and play it,but this was all in japanese and was not compatible with my machine. I am deeply disappointed as i love the arcade game, but the Dance stage euromix (Dance Dance Revolution equivalent) is lacking in decent tracks, many are jungle-y and are difficult to dance to them. Also, most of these tracks are unheard of here and are therefore not very enjoyable. If anyone is in the same situation as I am, or those of you who are lucky enough the play on the newest version, can you please let me know where I can order one? I am in dance deprivation/boredom!",1
This book vaguely breezed across history and went into various types of timber structures. The mortise and tenon joints that were illustrated were fascinating but not practical for a home builder.,1
This product smells when you open the package and it appears one of the gel cushions leaks so I spent $10 and havent worn then. I wouldnt buy this product again. Dont waste your money on something you may not be able to use.,1
"I first tried buying this tape from a Marketplace seller. I sent it back because the tape quality was poor and the packaging looked unprofessional. After returning it I bought one from Amazon proper and . . . it was the same quality tape and the same packaging. Since I'm now sure this is not a bootleg tape, all I can say is . . . some videos are better than others.",1
"I should have read the prior reviews of this record before buying it. Although it appears to be a collection of new wave singles from the 80s, these are just cover versions sung by the ""Starlite Singers"". The description of the record says that it is by ""various artists"" implying that they are by the original artists, but this is not true. Total garbage. The one bright spot is that I got a prompt refund when I returned it.",1
"This is one of those cheesy compilations where they find session bands and similar sounding artists to sing the songs. These are NOT ORIGINAL SONGS BY THE ARTISTS. If you loved K-TEL CD's and don't care about hearing the artists originals, and don't care about cheap sounding synthesizers playing the music or that fact that some of the vocalists are pretty bad, then you might like this cd. But if you are a fan of the 80's and the amazing music it produced, then buy other collections and don't waste your money on this schlock!!!!",1
Bought this camera for Christmas. Had her open it first so she could film the nights party & NO TAPES ARE INCLUDED! Of course all stores are closed Christmas day so the thing is USELESS until the day after. Shame on Sony. How much would a tape included in the packace cost them ? Not included Battery chargers are ....,1
"If you purchase this data cable, you need to know that you will receive no real directions or information regarding what to check if nothing works. As directed, I downloaded all of the files from the SE site (70MB on dial up!), and then downloaded all of the user guides. Everything seemed to install ok, but nothing would make my phone be recognized. After that I scoured the SE site for troubleshooting info on their branded cable-in the hope that something would help me figure out the problem. After 2 full days of beating my head against the wall, I finally threw the cable and the useless CD that came with it in the trash.If I had used my brain I would have paid the extra $$ for a SE branded cable and software (and the support that comes along with that). I now have the real deal (SE data cable and software), and guess what? Yep, installation was a breeze and it works beautifully. You really do get what you pay for.",1
"An embarassment. Steer clear of this one folks. Just when you thought these guys were the last real ""fusion"" types about...Since when did the last great secret of the fusion world start taking pointers from Joe Satriani and listening to old Al DiMeola pratice sessions? Where the hell is Phil when you need him, oh yes, Tarzan. The star is for the Bruford and Wilding/Bonus tracks, and well does one really want those?",1
"Molly Myers, in her review of ""My Name is Rachel Corrie,"" describes the ISM as ""an organization dedicated to non-violence."" This is radical left-wing propaganda: ISM offices have regularly been used to hide terrorists and their weapons, ISM ""pacifists"" regularly throw rocks at IDF soldiers, and they're perfectly willing to use violence in order to sabotage the wall intended to keep ""innocent Palestinians"" from murdering Israelis.So please disregard Molly's reviews; they are biased in the extreme.",1
"These are the handful of tracks we hear over and over again. It's far from complete though.Missing such memorable tracks as ""sealed Door"", ""wings across time"" or ""At the Bottom of the Night"".It doesn't have a single battle theme accept the final boss.Hell this doesn't even have Lucca's theme and she's on the cover!Had I seen a track-list beforehand I wouldn't have bought this.I blame my self for not being more curious of the number of CD's.I'm sorry I paid $35 dollars American for this travesty, may Lavos have mercy on my soul.Save your selves(and your money) while you still can!",1
You get what you pay for. This pillow is stiff and smelled like drying paint for 4 days. I thought I was getting a non name brand version of the Temperpedic pillow. I bought the real pillow for my mother years ago and paid many times the price. This thing doesn't even come close.,1
"The pillow I received is nothing like the one in the picture. The pillow that I received is approx half the size (in thickness) as the one I received. I am not happy with the seller (Moshelle's). I will never purchase from this company ever again. I am currently deployed Military and I feel that this company is very disrespectful and does not show it's Military members the proper courtesy when dealing with such issues. Do not buy this pillow, you will not be satisfied.",1
I have been used this product for many years. But somehow the product I received this time is like fake one. It's very thin. I have to used double amount.,1
"I suppose if you were going to sit in the same room and have line-of-sight with the device, lamp, etc. plugged into this control, it might work. Maybe. But I had it completely within the stated range and one basic house wall separating me and the unit, and it was completely unreliable.I'd recommend spending a touch more money and getting a higher quality product.",1
"What am I reviewing here... this gizmo or the supplier, Eforcity? I never received this product after my order! After waiting and waiting I contacted Eforcity several times -- no reply. After a nasty letter from me Eforcity'r reply feigned lacking information about my mailing address!What a cop-out.I told them I would not pay for it, so Eforcity said they'd give me a refund, which has not come to me yet. I bought another product to replace this from Amazon which arrived quickly from Amazon.",1
It worked about 40% of the time when I was standing less than two feet from the outlet. When I moved eight to ten feet away it worked about 5% of the. I would not recommend it.,1
"I never write reviews but I just felt compelled after I saw this video. It's 70% listening to parents and kids think about Thomas and maybe 30% Thomas related. What is worse is that you have to fast forward through a bunch of the rambling in order to see what amounts to a 5 minute story. And, there is only one song in the ""Sing A Long"". I really liked Thomas stories after watching them on PBS with my daughter. Next time, I will try to find those stories on video. They actually last about 15 minutes and do not involve mindless prattle from people I don't know.",1
"Unless I missed something, there are only one or two actual episodes on this DVD. The rest is a long commercial for the Thomas the Train centers and an ode to Ms. Allcroft. Waste of money.",1
"My 2 year old son is huge Thomas fan. This DVD has long introductions to each story in which children and adults are interviewed - my son couldn't care less. He just wants to see trains! We have a portable DVD player, and it is a big pain to try to fast forward past these introductions, and he (and I) just ends up frustrated. My advice - pick another DVD.",1
"Did not like the pants at all, and threw them in the trash rather than pay return postage. Flimsy, smelled of dye, cheap fabric, etc. Too bad.",1
"Merchant was out of stock on the second pair of pants, so when it was shipped I was charged $9 again when the second pair was in stock weeks later.Will not buy from Amazon vendors again.",1
"This is one of the worst written books I have ever read.I wish I had saved my money and my time.The book is full of superlatives. Everything is ""the best ever experienced"" again and again.The characters NEVER become embraceable. One male character is pathetic while the other is a jerk. The female lead is portrayed as perhaps innocently unaware, but is really just stupid. Her friend is promiscuous, which is all we ever really get to know of her.The writing is at a level well below that of an adult reader. But, the content could not possibly be meant for a younger reader. Very inappropriate.Not sure who would really like this book.Maybe someone who really likes descriptions of food and does not care about plot, story development, characterization or any other facets of literature.Find yourself something with a little more substance, and I think you'll be much happier.",1
cash money records is going to have to up with something a lil better than this if they plan on making it in this game.the beats where alright but the rappers a terrible.none of the have a goog flow to accomidate the beats.try again cmr.maybe next time.,1
"ALL I WILL SAY IS THIS WAS A GREAT RELEASE WHEN I FIRST BOUGHT IT AND I WOULD HAVE GIVEN IT A FOUR, BUT AFTER HAVING HEARD JUVENILE'S 400 DEGREEZ TODAY (SEPT. 30, 1999) FOR THE FIRST TIME (NOTE: YES, I KNOW I'M LATE LISTENING TO JUVENILE'S 400 DEGREEZ) I WAS VERY DISAPPOINTED WITH MANIE FRESH AND JUVENILE. JUVENILE'S 400 DEGREEZ IS THE BEST CD SINCE SNOOPS'S DOGGYSTYLE AND DRE'S CHRONIC. BUT THIS CD IS NOTHING COMPARED TO JUVENILE'S 400 DEGREEZ! IF YOU DON'T HAVE 400 DEGREEZ, GO BUY THAT ONE INSTEAD OF THIS!",1
This is what is in the dictionary under wack. I can't belive that this many people bought this (...) The hot boys are just a fad like bellbottoms. (...) If you think this is what rap is about u just plain stupid and I'm glad this hot boy stuff is almost over wit. When some of my friends play this crap in the car I just rather get out and walk.,1
just like No-Limit Cash Money has no shame at putting out garbage music.wack beats and no lyric ryhmes.who is buying this crab? all the stuff sounds the same and it's not that average.it's all bad.,1
"I got this throat spray in a hurry hoping to relieve my 3.5 yo daughter from a bad sore throat. It tastes awful, and it's just not meant for a young child. I got it after a recommendation from another mom, and it was a bad decision. I'll keep it to numb a scratched-up knee or elbow.",1
"I listened to the audio version of ""Cruel & Unusual"" on a recent trip to New Jersey and back. The first 2/3 of the book kept me on the edge of my seat, then... the whole thing collapsed in a heap at the end. Would have been much better if the author had stuck to writing a taut thriller instead of trying to drag in everything from evil Republican office holders to Nazi war criminals, all dumped into the mix at the last possible moment. After all the buildup, the ""who"" of the whodunnit ends up being... nobody in particular. And the fate of the evildoer? Nothin' much. Disappointing. Won't bother with Dr. Scarpetta or Ms. Cornwall again.I'm a little baffled by all the reviews that say, ""great book, bad ending..."" and still give it 3 stars or more. Isn't a mystery DEFINED by the ending, by how the author ties up all the loose ends and red herrings?",1
"In a word, Lacking. Her style of writing left me unable to appreciate the underlying story which, as a result, I found rather vacuous and inauthentic. So much so that I felt compelled to come write a review of this book so others might avoid making the same mistake I did. No offence Patricia.",1
"This movie was not only NOT funny, but it was excruciatingly boring. I think Adam was channeling the Aristocrats. Whilst Aristocrats was not as funny as it thought itself to be, it was still better than this garbage.",1
Entertaining in places but spoilt by lots of crudeness and dirty talk that degrades woman. In the end I found nothing memorable or funny about this film. Sad for Adam to seem him in such a trashy film.,1
"I used to enjoy Sandler's movies but this one is just....jeez, how to put it? Well, UNFUNNY.All characters are if not stupid, shallow and egotistical...Don't care how 'dramatic' was this supposed to be, his misogynistic prick persona is the worst ever. Just, don't watch it, really...You'll want those minutes from your life back.",1
"I should have known going into this movie having Judd Apatow a part of it would mean I would hate it. However, having Adam Sandler in it and seeing the previews in the theater we gave it a (very hopeful) chance. The movie loses it's true premise of having depth in amongst the terrible & crude ""jokes"". I have to say we didn't make it more than 30 minutes into the movie before turning it off. It is a constant barrage of pathetic behavior. I just don't believe that there are this many people out here that are like this and can relate to this behavior. Very Disappointing.",1
"I seriously did not expect a dramatic look into the mind of a comedian when I rented this movie. They marketed this movie like the Forty Year Old Virigin and Knocked Up! When I rented the movie I expected a lot of humour and with so many funny actors I put way too much faith in it. My wife and I was so disappointed that we stopped watching it. I don't watch a lot of TV, but when I do watch something I want it to be worth while.If you're into these artsy films about the serious life of people in the spotlight, then you're going to like this film. However, if you're looking for humour like Adam Sandler's previous films (i.e. Happy Gilmore, etc) then you can forget about it.I give this film 1 star because this is not my kind of movie and it was advertised like a great comedy film not drama film. :/",1
This is one of the worst movies I have seen. The dialogue is awful. There is ZERO humor. All the characters are boring and completely humorless.What a loser movie!!!!!!!!!!!!!,1
"Anything with Adam Sandler in it is supposed to be funny. This however, just, well, wasn't. I really do believe that this movie had potential, but there was so much going on, so many stories within the story, that they could have made 3 movies out of it.It's 2 and a half hours long. That's about an hour and a half too long for the main story plot. This movie honestly seemed longer than Titanic, or Gone With The Wind because it is so long and drawn out.There is very little humor in Funny People. The only good thing about it is all the major stars that pop up here and there, which is probably why, in my opinion at least, that this movie even made it to the big screen and didn't go straight to DVD.",1
A truly great example - of how terrible some movies have become!! Vulgar!! Offensive. Unnessisary nudity!! I usually love Adam Sandler - and can't believe he'd stoop so low in this role. Seth is highly likeable in this - but still swears and lowers himself as well. The woman who plays Adams 'romantic interest' is mostly great - but also stoops to swearing - blantant sexuality. The writing is the worst in this movie. This awful movie is 2 hours and 22 minutes long - but only feels like 5 hours. - And I could have spent my life doing something more interesting and exciting like watching paint dry or grass grow. I suggest skipping this movie altogether!! Tragic where movies have gone to. Much has been lost!!Scott MacNeil - comedian.,1
Honestly if you don want to hear a lot of swearing you wont like this. Let alone the story line was ridiculous. Wouldn't recommend!,1
"I normally love Sandler's movies but this was just horrible. None of it flowed right, jokes were horrible vand stupid and just all around made no sense. Don't waste your time and money on this.",1
I must say I never liked Adam Sandler. There were so many more talented people who just never got a chance to be on the screen. I still don't get what's with Adam Sandler.Besides that I decided to give it a shot. It took half hour when I stopped watching.,1
How can anybody even smile with the kind of garbage Adam Sandler ALWAYS performs?This guy is just a moronic retard.DO NOT WASTE YOUR MONEY ON HIM.,1
"This movie was not an original concept. The jokes were lame, as were the performances. The writer and director disappointed the audience by using Adam Sandler, Seth Rogen and Jonah Hill as a box office draw. When in fact, it wasn't worth the money to see this film in a theatre.",1
"Save your money. Your time can be MUCH better spent. This was one of the worse movies I ever sat through. Actually, I drifted away close to the end and was thankful I didn't waste that time. Its AWFUL.",1
Not worth the time.Pros: there were several good one-liners; introduced me to new comediansCons: excess foul language; adultry;,1
"This is a nasty, mean-spirited book that exhibits contempt for the Torah and Torah values. When I picked up this book at the local library, I assumed that I would just love it and want to buy a copy for my college-age daughter (who is also a cat-owning Rabbi's daughter). But this isn't just some loveable cat regaling us with home-spun, and potentially Torah-based wisdom. No, this cat uses bad language, is obsessed with masturbation and, on occasion, likes to grab the nearest lady cat and ""show"" her (and us, unfortunately) a thing or two. (Anyone for cat pornography?) Oh, and the lovable rabbi ends up desecrating Shabbos (the Sabbath) and eating trefe (non-kosher) food in a crisis of faith brought on by finding out that his daughter's new husband is not strictly observant and his family is not at all observant. Warning: this book is not suitable for children!",1
"This is the tale of a kindly Rabbi, his sweet daughter and the cat who loves her. The tale seems promising at first, until it delves into bitterness over God and those who love Him and follow His laws. The cat represents the glorification of sin itself, and delights whenever the book's characters fall into ungodly habits, judging them forever as hypocrites (taking no account into repentance and future avoidance of said sin). As is the case with most humanist literature the story down spirals from that point until it ends with the Rabbi losing faith in God. At this point the cat is truly happy with the Rabbi, thus giving the tale a 'happy ending'. In short, 'The Rabbi's Cat' is a tale structured to appeal to secular humanists, atheists and pagans who want to feel better about their self-serving, do as you feel, lifestyles.One more note: This book, despite the beautiful artwork and appealing cover, is definitely not appropriate for children.",1
"As someone who is interested in different cultures, I thought the book would be an interesting window into other people's thoughts. Instead, I open it to find a swearing cat (he uses the F word) denigrating religion and showing religious people as hypocrites, in a lame stereotypical way. Might be interesting to others, but its not interesting to me. Not only is it not suitable to children, but there are a lot of adults who would not want to be bothered with this kind of disrespect and vulgarity either. I wish I had been warned before I tried to read this book.",1
"Jean Hill's story changed with the wind. She saw next to nothing during the assassination, but used her unique location (and her active imagination)to keep herself in the limelight for years. It got so bad that even the conspiracy writers were shying away from her toward the end. It was laughable.Someone needed to ask her about the ""little dog"" she said was sitting in the car with JFK and Jackie. (Look at the original interviews- she actually said it.)This book is BS from stem to stern. Go read a fairy tale, at least there's a moral at the end. The only thing you find at the end of this book is your wallet a little lighter!",1
"This DVD was entiled ""Seventh Cliburn Competion, 1985"" It was not the competion program, and did not even contain the winning performance. I consider it to be a total fraud and misrepresentation.",1
"Well, that's no fun. Honesty is the best policy, right? This was the first of Patricia's books I had the displeasure to become acquainted with. I've tried reading another of her works, but I can't get over the simplistic writing with unnecessary adjectives thrown in for no apparent reason except, perhaps, to make the sentences longer and make the reader suffer from the protracted tripe. More than that, this book failed to make me care about the characters or about the outcome of the story",1
"This could be the worst novel I have ever read. It is also the first and last Patricia Cornwell novel I will ever read. There are so many problems with this book that they cannot be listed here, so here are but three points: 1) The main character, Kay Scarpetta, is an insufferable, humorless snob. I'd never before read a novel where I hated the main character. Great job, Pat! 2) About 90% of the novel is dialogue. Very bad dialogue. But this is understandable since Cornwell cannot write prose. 3) The story is predictable and boring, and the ending is utterly ridiculous. I'm astonished that this book was ever published, let alone made the bestseller lists.",1
"This book is so unrealistic that it spoils all the fun, super killers like Temple Gault (a clone for the Satan Incarnate known as Hannibal Lecter) are more silly than super. I found all the other character two dimensional and all the ""intrigue"" regarding super computers insulting to my intelligence. Has Cornwell done better? I don't know and, after reading this, am in no big hurry to find out.",1
"At least, that's how I felt about this book, which seems only to have been published because the author has written some truly interesting previous novels. I recommend the first three books in the series. I cannot recommend this book for anything except kindling. However, not having a fireplace, I filed this under G.",1
"Noisy, crude five point vibration pad.NOT! a massager, a vibration pad!We purchased three of these and we sent back three of these!Worthless, no, worse than worthless!",1
"The authors seem unaware of the fact that theory guides our understanding. There are no ""objective"" facts, yet the authors present all their findings as such with almost no reasoning attached. This is both arrogant and ignorant. The authors display no grasp of theoretical advances in Accounting and I recommend getting a book that has a better exposition of principles as more than practice",1
"I was going to get a book with a ISN number of 0072316373...But today, I got one with 0070412901...So I need you send my money beac to my account, and give me a well reason why you let the seller mail me a totally different book again, It is the second time I get an item with wrong number",1
"I am in my 60's and thought it would be a good time to remedy what I perceived as a gap in my education, economics. I never had a course in economics and the only book I had read was Heilbroner's Worldly Philosophers, a satisfying but very general overview as I recall. I probably read Heilbroner in the late 70's.I'm an audible subscriber and got Economics in One Lesson from them. I can only say that the book was dated, full of economic events that were referenced from WWII, and excessively polemical and rigid.I read it some time ago but it made enough of a bad impression on me that when I saw it in my suggestion list around number 250, I just had to get onto this page and say what a terrible disappointment the book was.I think the book should be retitled, Economics in One Polemic: The Shortest and Surest Way to Understand the Economics of the Late 1940's and the 1950's.",1
"If you want your faith in market forces and low taxation reinforced, this is a straightforward, but blinkered attempt to make you forget all about government regulation. Funny that west-European countries with bigger taxation and more government influence have less crime, better education, better health care, better TV programmes than the US. They also organise their politics better, so that the tax money is better spent. It did set me right on one or two points, and parts are written in a spuriously funny way, but it is too biased to be really informing . Clearly the writer has never listened to people he doesn't agree with.If you have an open mind compare this dangerous nonsense with the writings of Naomi Klein to see how unfettered capitalism works out in practice.",1
"Wow, this one is really out there. Only Any Rand and Ron Paul, who know nothing about economics, could recommend this book. For example, consider these laughable claims, that I paraphrase -The primary problem with economics as practiced is that no thought is given to the long term consequences of policies to all groups.There is no difference between supply and demand.The vast majority of economists are ignoramuses.It is all very simple; listen to me.If you can believe this stuff, read the book. You can get it online for free.",1
Started laughing in the second chapter....enjoyed the book after I realized that I wasn't going to learn anything new. It's obviously a miracle that we survived for the 65 years since it was first published.And seeing that the pending insolvency of the US was as loudly shouted in the 40's as it is now was worth the price. This book had quotes that would shame both modern day political extremes in the US.Kudos to whoever owns the copyright --- now there's economics in action.,1
I wish I had read more of the reviews to learn that this book is less about economics and more about pushing a particular political point of view. The point of view is hard right and the current recession disproves most of the economic patter. After skimming a few pages I threw it away; I didn't even want it in the house.,1
"This is propaganda, not an economics lesson. The book is full of faulty logic apparently spewed to promote a libertarian agenda. I couldn't be less happy with this purchase.",1
"Threw this book right in the trash not even a chapter into it, because I realized it is nothing but the same old recycled and obsolete right-wing drivel that we've been peppered with over and over, and that took our country to the edge of a second Great Depression. If you are a concerned American you should stay away from this book!",1
"This book was about witches and possession. I do not believe in those things. I am a Christian! I did not like this book very much at all! I don't think this is a good book for kids to be reading, because they might have nightmares. Some of the stories are hard to comprehend. But if you do like those kind of things you will enjoy this book! Thank you for reading my review.",1
I just ordered this fudge. It looked so good and seemed to be priced well I thought I would give it a try. I have looked at just about every store where we live and can not find any maple fudge. I am hoping this will taste as good as it looks. I will send another feedback after I have had my first bite. Can't wait.,1
"After trying three different sizes,I still couldn't find one that fit. I first ordered a medium and it wouldn't even come close to hooking so I went up to size to xlarge which was waaay to big, my last possible option would be a large and it was still huge, wish I would have sent it back but was just tired of the whole process and kept it. The hooks are a pain as well and it is way over priced.....there is a zippered option on amazon that is much cheaper.",1
"I've been wearing the waist clincher for the last two years. I purchased a new one recently and it's not the same type of material of the previous ones i've brought. I thought maybe because i had lost weight, so i brought a smaller sizer, but that one didn't fit the same either. I thought i found a miracle when i first purchased the girldle through Amazon, but i have found my recent purchase has surely let me down...",1
"I ordered according to the size chart for my measurements and it was way to small!! Very uncomfortable.I returned it,",1
"The Sizes run really small, It flips up even though, they said it would not and the hooks don't hold. I am very dissapointed.",1
"I think this product provided a great fit. I was able to hook on the first row by myself within about 5 mins max. It wasn't quite as difficult to get on as I thought it might be, although it isn't particularly easy either. I tried it on and wore for about 2 hours, and then the 2nd time I wore it had it on for about the same period of time. I took it off and one of the metal boning pieces had popped through and was hanging out at the bottom. This product is far too expensive to have something like that happen. The fit on me was snug, but I am sure I had the correct size. Now I have to figure out how to get this resolved.",1
"It was really easy to put the Squeem on, but once it was on I couldn't wait to get it off!! It wasn't too tight or anything. The problem was that once I stood up straight it bunched up in the hip/mid back area and pinched my skin! It was so painful! No matter how I positioned it, it would bunch up! Really disappointed since it was a waste of $50..",1
I really wanted this item to work because everybody seemed to love it. It didn't hold anything in on me and it gave me back boobs. Waste of money for me.,1
"I washed it before used it for the first time. The next day I wore it, I found my skin were itchy all over place on my stomach. And I feel that the heat on my body trapped on that.",1
"I ordered this product to slim down my stomach. I was looking for something I could wear all day with my jeans as well as underneath my dresses. I wore the squeem to work occasionally and then I would take it off when I got home. When I would take it off, I felt sore around my sides and my back, I washed the squeem several times and even wore it on the other side thinking this would help but it didn't. One night after work me and some of my coworkers went out for drinks so I ended up keeping the squeem on for about 14hours instead of my normal 9 hours. That night when I took the squeem off I had blisters and bruising on my side and back which have now left black marks (I'm black)on my body. I read other review before I purchased the squeem and I didn't see anything that alerted me not to buy it. Not sure why this happened but if you read this and it happens to you don't say I didn't warn you!",1
"The Squeem is a great idea, but their quality is second rate, and their customer service is worse than useless. I'd owned mine for about 4 weeks and worn it only a few hours a day when I noticed that a seam was coming unstitched. The threads aren't frayed; they're unstitching from the seam.Contacting customer service has been an exercise in futility. They've asked for pictures of the damage, and then failed to respond to the pictures, or any further attempts to contact them.For what this costs, it needs to last longer than 4 weeks.",1
So according to the size chart on the box size small is for waistline 28-31my waist is 28 so i got the smallit does not even come close to being able to close and clasp!maybe it's just me but i am terribly disappointed,1
Usually a size XS to S but this girdle's small did not fit true to size. Had to return back to Amazon.,1
"It's pretty awesome for such a price! It definitely gives you great posture, I was sitting up straight like no other! although i wish they could improve on the rubber smell otherwise it's wonderful!^^^^^ was my review when i had it for 15-20 days, now-- after ordering it on Jan, 21, 2012-- it's SO useless. I've washed it with care, it smells like rubber, and it's pretty nasty. I'd rather pay $$$ and buy something that works the way it should.",1
"""Lets jiggel the camera to show that the ground is shakeing!""Special effects; haloween leftovers.Acting; Well, the cast managed to repeat memorized lines.Casting apears to have been done in a trailer park.Script; I know nine year olds who write better stories.Cinimatography; Someones home cam.Conclusion: Anoyingly boreing and essentially unwatchable waist of time and money.",1
"As most people readers know, Jack Higgins has written many fine action-packed books. However, this book reads like a twelve-year-old wrote it. The characters are so transparent they could be ghosts.The author and his publishing house must really need the money to rip of the public in this manner. This is the last book I read by this author. One can only rest on his laurels for so long. I'm glad this book was handed down to me or I would have written a really nasty review.",1
"Where did the real Jack Higgins go? This is not only Higgin's worst effort to date, it is probably the worst book I've read in the past 5 years. (Can you say 'lazy', Jack?)I can't believe I actually finished it, and one star is a generous rating. Unbelievable chapter after unbelievable chapter, no character or plot development, written like a 5th grader.The end of the book foretells a sequel...a book that I will immediately pass on. Probably my last Higgins book without reading the reviews first.Don't buy it -- don't borrow it -- don't read it.",1
This book is not well written and leaves nothing to the imagination. If I hadn't bought it in hard cover and spent the money I would not even have finished reading it.,1
I bought this for a friend and watched it with him. I knew it would be bad and it was. I guess if you like this kind of thing then it would be good for you. I on the other hand have taste.,2
"Bad special effects, a completely wooden plot nailed to cardboard characters, bad acting and cheesy gore effects do not compliment would could have been a very scary movie. Inexplicably incestious Cat people live like cia undercover agents in a small town, and stake out victims to gain energy. There is no explanation as to what these creatures are, and basically the whole thing is a solid vehicle for a bunch of scenes involving painfully conspicious latex prop limbs being torn and split while the creatures feed off of the energy of fresh victims (one scene where a man has his hand cut off actually rivals luke skywalker's incredibly unconvincing appendage loss in ""The Empire Strikes Back). The cat people themselves are reminiscent of japanese rubber suit monsters (one almost expects power rangers to jump out) and the morphing special effects look ridiculous. Entertaining enough to warrant watching the whole thing ... even If not for any reason it intended to be.",2
